order_id,order_date,customer_id,product_id,payment_id,channel,payment_method,quantity,unit_price,discount,net_sales
ORD000264,2026-01-15 23:38:00,C0110,P018,PAY000264,Mobile App,Bank Transfer,2,3990.0,0.1,7182.0
ORD000265,2026-01-25 21:34:00,C0116,P031,PAY000265,Web,PromptPay,2,1490.0,0.05,2831.0
ORD000268,2026-01-13 08:12:00,C0045,P018,PAY000268,Mobile App,Credit Card,3,3591.0,0.0,10773.0
ORD000269,2026-01-16 02:11:00,C0115,P012,PAY000269,Marketplace,Bank Transfer,4,1039.5,0.0,4158.0
ORD000270,2026-01-12 19:00:00,C0087,P030,PAY000270,Web,Bank Transfer,3,449.1,0.05,1279.94
ORD000271,2026-01-07 11:25:00,C0091,P035,PAY000271,Web,Credit Card,2,23310.0,0.0,46620.0
ORD000272,2026-01-19 03:26:00,C0159,P038,PAY000272,Mobile App,Credit Card,1,13545.0,0.0,13545.0
ORD000273,2026-01-12 05:23:00,C0008,P005,PAY000273,Mobile App,Credit Card,1,269.1,0.0,269.1
ORD000274,2026-01-10 19:46:00,C0157,P028,PAY000274,Web,PromptPay,2,299.0,0.0,598.0
ORD000275,2026-01-28 07:37:00,C0031,P032,PAY000275,Mobile App,Bank Transfer,1,23310.0,0.0,23310.0
ORD000277,2026-01-08 09:08:00,C0007,P009,PAY000277,Marketplace,Bank Transfer,3,299.0,0.0,897.0
ORD000278,2026-01-09 23:49:00,C0002,P015,PAY000278,Marketplace,Credit Card,2,313.95,0.0,627.9
ORD000279,2026-01-21 01:07:00,C0004,P040,PAY000279,Mobile App,PromptPay,2,3990.0,0.0,7980.0
ORD000280,2026-01-27 03:52:00,C0101,P004,PAY000280,Web,Credit Card,2,1490.0,0.05,2831.0
ORD000281,2026-01-04 23:47:00,C0099,P011,PAY000281,Mobile App,Bank Transfer,1,23310.0,0.0,23310.0
ORD000282,2026-01-18 02:19:00,C0137,P026,PAY000282,Marketplace,PromptPay,1,12900.0,0.0,12900.0
ORD000283,2026-01-05 22:30:00,C0078,P010,PAY000283,Web,PromptPay,2,1039.5,0.0,2079.0
ORD000284,2026-01-07 09:47:00,C0115,P035,PAY000284,Web,PromptPay,3,25900.0,0.0,77700.0
ORD000286,2026-01-25 11:47:00,C0106,P027,PAY000286,Marketplace,PromptPay,2,25900.0,0.05,49210.0
ORD000287,2026-01-17 00:04:00,C0074,P026,PAY000287,Marketplace,Bank Transfer,1,12255.0,0.0,12255.0
ORD000288,2026-01-07 04:21:00,C0005,P029,PAY000288,Marketplace,PromptPay,3,3990.0,0.0,11970.0
ORD000289,2026-01-15 09:31:00,C0083,P029,PAY000289,Marketplace,Bank Transfer,3,3790.5,0.0,11371.5
ORD000290,2026-01-12 13:01:00,C0038,P034,PAY000290,Web,Credit Card,4,299.0,0.0,1196.0
ORD000291,2026-01-27 10:12:00,C0158,P036,PAY000291,Mobile App,PromptPay,3,299.0,0.1,807.3
ORD000292,2026-01-24 12:23:00,C0130,P013,PAY000292,Mobile App,Bank Transfer,1,474.05,0.05,450.35
ORD000293,2026-01-12 19:17:00,C0048,P037,PAY000293,Web,PromptPay,3,24605.0,0.0,73815.0
ORD000295,2026-01-04 05:04:00,C0054,P036,PAY000295,Mobile App,PromptPay,2,313.95,0.1,565.11
ORD000296,2026-01-16 06:57:00,C0104,P036,PAY000296,Marketplace,Bank Transfer,1,284.05,0.0,284.05
ORD000297,2026-01-15 13:14:00,C0123,P019,PAY000297,Mobile App,PromptPay,2,3990.0,0.05,7581.0
ORD000298,2026-01-27 17:42:00,C0122,P039,PAY000298,Marketplace,Credit Card,2,891.0,0.1,1603.8
ORD000299,2026-01-02 22:35:00,C0009,P021,PAY000299,Web,Bank Transfer,3,24605.0,0.1,66433.5
ORD000300,2026-01-20 05:53:00,C0138,P009,PAY000300,Web,PromptPay,2,269.1,0.1,484.38
ORD000301,2026-01-12 08:38:00,C0013,P040,PAY000301,Marketplace,Bank Transfer,4,3990.0,0.0,15960.0
ORD000302,2026-01-02 04:34:00,C0081,P026,PAY000302,Mobile App,PromptPay,1,11610.0,0.05,11029.5
ORD000303,2026-01-20 15:52:00,C0101,P026,PAY000303,Marketplace,PromptPay,4,12900.0,0.0,51600.0
ORD000304,2026-01-04 19:27:00,C0147,P009,PAY000304,Mobile App,Credit Card,4,313.95,0.0,1255.8
ORD000305,2026-01-26 21:33:00,C0116,P030,PAY000305,Web,Credit Card,1,499.0,0.05,474.05
ORD000306,2026-01-22 16:20:00,C0126,P032,PAY000306,Mobile App,PromptPay,1,27195.0,0.0,27195.0
ORD000307,2026-01-14 05:12:00,C0109,P039,PAY000307,Web,Credit Card,3,1039.5,0.0,3118.5
ORD000308,2026-01-06 21:33:00,C0019,P037,PAY000308,Marketplace,Credit Card,4,23310.0,0.0,93240.0
ORD000309,2026-01-16 01:10:00,C0081,P015,PAY000309,Marketplace,PromptPay,1,299.0,0.0,299.0
ORD000311,2026-01-13 17:06:00,C0144,P032,PAY000311,Mobile App,PromptPay,3,25900.0,0.1,69930.0
ORD000312,2026-01-04 13:24:00,C0011,P026,PAY000312,Mobile App,PromptPay,1,12900.0,0.0,12900.0
ORD000315,2026-01-21 13:58:00,C0037,P016,PAY000315,Marketplace,Bank Transfer,1,1564.5,0.0,1564.5
ORD000316,2026-01-15 06:25:00,C0140,P021,PAY000316,Web,Credit Card,1,27195.0,0.0,27195.0
ORD000317,2026-01-26 07:49:00,C0068,P022,PAY000317,Marketplace,Bank Transfer,1,499.0,0.0,499.0
ORD000318,2026-01-04 17:13:00,C0008,P002,PAY000318,Mobile App,Credit Card,1,1490.0,0.0,1490.0
ORD000319,2026-01-28 14:43:00,C0150,P013,PAY000319,Web,Bank Transfer,1,499.0,0.0,499.0
ORD000320,2026-01-05 23:01:00,C0109,P008,PAY000320,Marketplace,Bank Transfer,1,523.95,0.0,523.95
ORD000321,2026-01-04 08:53:00,C0079,P014,PAY000321,Mobile App,Bank Transfer,1,990.0,0.1,891.0
ORD000323,2026-01-28 04:05:00,C0151,P032,PAY000323,Mobile App,Credit Card,1,25900.0,0.0,25900.0
ORD000324,2026-01-13 14:46:00,C0044,P039,PAY000324,Mobile App,Bank Transfer,3,891.0,0.1,2405.7
ORD000325,2026-01-07 06:28:00,C0012,P018,PAY000325,Mobile App,Credit Card,1,4189.5,0.0,4189.5
ORD000327,2026-01-09 08:32:00,C0123,P020,PAY000327,Mobile App,PromptPay,3,474.05,0.0,1422.15
ORD000328,2026-01-23 13:01:00,C0046,P016,PAY000328,Mobile App,PromptPay,2,1341.0,0.0,2682.0
ORD000329,2026-01-24 00:32:00,C0140,P008,PAY000329,Marketplace,Bank Transfer,1,499.0,0.05,474.05
ORD000330,2026-01-12 11:00:00,C0020,P028,PAY000330,Web,PromptPay,3,269.1,0.0,807.3
ORD000331,2026-01-24 02:37:00,C0090,P035,PAY000331,Marketplace,Credit Card,1,24605.0,0.0,24605.0
ORD000332,2026-01-23 04:50:00,C0135,P003,PAY000332,Marketplace,Bank Transfer,2,25900.0,0.05,49210.0
ORD000333,2026-01-20 03:21:00,C0143,P011,PAY000333,Web,PromptPay,2,25900.0,0.0,51800.0
ORD000334,2026-01-03 11:55:00,C0090,P021,PAY000334,Mobile App,Credit Card,1,24605.0,0.1,22144.5
ORD000335,2026-01-18 07:01:00,C0114,P019,PAY000335,Web,Bank Transfer,2,3990.0,0.0,7980.0
ORD000336,2026-01-27 00:17:00,C0058,P021,PAY000336,Marketplace,Bank Transfer,2,24605.0,0.0,49210.0
ORD000337,2026-01-16 00:09:00,C0061,P019,PAY000337,Mobile App,Credit Card,1,3990.0,0.1,3591.0
ORD000338,2026-01-27 15:41:00,C0036,P024,PAY000338,Marketplace,Bank Transfer,2,313.95,0.0,627.9
ORD000339,2026-01-24 07:46:00,C0140,P003,PAY000339,Web,PromptPay,2,24605.0,0.0,49210.0
ORD000340,2026-01-21 07:12:00,C0040,P005,PAY000340,Mobile App,Bank Transfer,3,313.95,0.0,941.85
ORD000341,2026-01-24 01:27:00,C0159,P012,PAY000341,Marketplace,Bank Transfer,1,891.0,0.0,891.0
ORD000342,2026-01-26 00:15:00,C0029,P036,PAY000342,Web,PromptPay,3,299.0,0.1,807.3
ORD000343,2026-01-24 15:07:00,C0008,P033,PAY000343,Mobile App,PromptPay,4,12900.0,0.0,51600.0
ORD000344,2026-01-03 07:19:00,C0140,P032,PAY000344,Marketplace,PromptPay,4,23310.0,0.0,93240.0
ORD000345,2026-01-06 18:55:00,C0129,P012,PAY000345,Web,Bank Transfer,1,940.5,0.0,940.5
ORD000346,2026-01-17 20:22:00,C0018,P021,PAY000346,Web,Bank Transfer,4,24605.0,0.0,98420.0
ORD000348,2026-01-08 09:01:00,C0079,P010,PAY000348,Marketplace,Credit Card,4,891.0,0.0,3564.0
ORD000349,2026-01-13 15:09:00,C0011,P027,PAY000349,Mobile App,Bank Transfer,4,23310.0,0.1,83916.0
ORD000350,2026-01-11 09:57:00,C0155,P024,PAY000350,Mobile App,Credit Card,2,269.1,0.05,511.29
ORD000351,2026-01-17 17:41:00,C0119,P030,PAY000351,Marketplace,Credit Card,2,499.0,0.0,998.0
ORD000352,2026-01-21 13:44:00,C0076,P022,PAY000352,Marketplace,Bank Transfer,1,449.1,0.05,426.64
ORD000353,2026-01-22 13:13:00,C0032,P006,PAY000353,Marketplace,Bank Transfer,1,299.0,0.0,299.0
ORD000354,2026-01-19 08:37:00,C0032,P023,PAY000354,Marketplace,Bank Transfer,1,299.0,0.0,299.0
ORD000355,2026-01-10 07:21:00,C0112,P016,PAY000355,Marketplace,Bank Transfer,1,1564.5,0.0,1564.5
ORD000356,2026-01-02 23:47:00,C0158,P016,PAY000356,Marketplace,Credit Card,2,1564.5,0.05,2972.55
ORD000357,2026-01-18 15:19:00,C0087,P020,PAY000357,Marketplace,Credit Card,2,449.1,0.05,853.29
ORD000358,2026-01-05 18:00:00,C0063,P002,PAY000358,Mobile App,Credit Card,4,1415.5,0.1,5095.8
ORD000359,2026-01-14 22:16:00,C0151,P016,PAY000359,Marketplace,Bank Transfer,1,1564.5,0.0,1564.5
ORD000360,2026-01-24 07:27:00,C0009,P015,PAY000360,Marketplace,Credit Card,2,269.1,0.0,538.2
ORD000056,2026-01-07 05:17:00,C0083,P017,PAY000056,Web,Bank Transfer,1,990.0,0.0,990.0
ORD000361,2026-02-19 02:59:00,C0124,P019,PAY000361,Web,Bank Transfer,1,4189.5,0.05,3980.02
ORD000362,2026-02-20 07:33:00,C0072,P039,PAY000362,Web,PromptPay,2,940.5,0.05,1786.95
ORD000363,2026-08-02 06:17:00,C0136,P014,PAY000363,Mobile App,PromptPay,2,940.5,0.05,1786.95
ORD000364,2026-02-16 06:58:00,C0077,P038,PAY000364,Web,Credit Card,2,12900.0,0.0,25800.0
ORD000365,2026-02-23 13:30:00,C0139,P004,PAY000365,Marketplace,Credit Card,2,1490.0,0.0,2980.0
ORD000366,2026-02-14 20:28:00,C0088,P004,PAY000366,Marketplace,Credit Card,1,1490.0,0.0,1490.0
ORD000369,2026-02-22 01:54:00,C0037,P033,PAY000369,Mobile App,Credit Card,3,13545.0,0.0,40635.0
ORD000370,2026-05-02 13:06:00,C0050,P006,PAY000370,Marketplace,PromptPay,2,284.05,0.05,539.7
ORD000371,2026-06-02 02:30:00,C0155,P029,PAY000371,Web,PromptPay,4,3990.0,0.0,15960.0
ORD000372,2026-03-02 18:30:00,C0096,P025,PAY000372,Mobile App,Bank Transfer,2,27195.0,0.1,48951.0
ORD000373,2026-05-02 22:22:00,C0081,P028,PAY000373,Marketplace,Credit Card,1,269.1,0.05,255.64
ORD000374,2026-12-02 03:57:00,C0101,P040,PAY000374,Web,Credit Card,1,3591.0,0.0,3591.0
ORD000375,2026-02-16 10:59:00,C0034,P008,PAY000375,Web,PromptPay,1,474.05,0.05,450.35
ORD000376,2026-02-26 11:51:00,C0155,P027,PAY000376,Mobile App,Credit Card,4,27195.0,0.0,108780.0
ORD000377,2026-02-18 10:54:00,C0114,P014,PAY000377,Web,PromptPay,1,891.0,0.0,891.0
ORD000378,2026-03-02 18:47:00,C0118,P002,PAY000378,Marketplace,Credit Card,4,1415.5,0.1,5095.8
ORD000379,2026-02-26 21:04:00,C0002,P010,PAY000379,Mobile App,Credit Card,1,1039.5,0.05,987.52
ORD000380,2026-04-02 17:51:00,C0045,P026,PAY000380,Web,PromptPay,3,11610.0,0.05,33088.5
ORD000381,2026-09-02 10:43:00,C0077,P007,PAY000381,Mobile App,Bank Transfer,1,24605.0,0.0,24605.0
ORD000384,2026-02-14 07:10:00,C0013,P038,PAY000384,Marketplace,PromptPay,1,13545.0,0.05,12867.75
ORD000385,2026-12-02 03:57:00,C0089,P028,PAY000385,Web,Credit Card,4,299.0,0.0,1196.0
ORD000387,2026-12-02 10:15:00,C0071,P028,PAY000387,Marketplace,Bank Transfer,4,313.95,0.0,1255.8
ORD000388,2026-02-22 14:44:00,C0100,P018,PAY000388,Web,Credit Card,2,3591.0,0.0,7182.0
ORD000389,2026-02-15 15:29:00,C0051,P032,PAY000389,Marketplace,Credit Card,2,25900.0,0.0,51800.0
ORD000390,2026-04-02 07:56:00,C0159,P026,PAY000390,Mobile App,Bank Transfer,3,11610.0,0.0,34830.0
ORD000391,2026-02-18 08:58:00,C0101,P020,PAY000391,Mobile App,Credit Card,2,449.1,0.0,898.2
ORD000392,2026-02-26 06:39:00,C0107,P023,PAY000392,Mobile App,Credit Card,1,269.1,0.0,269.1
ORD000394,2026-06-02 06:54:00,C0015,P007,PAY000394,Web,Bank Transfer,2,24605.0,0.1,44289.0
ORD000395,2026-12-02 15:38:00,C0008,P020,PAY000395,Web,Bank Transfer,1,499.0,0.0,499.0
ORD000397,2026-06-02 11:40:00,C0015,P040,PAY000397,Marketplace,PromptPay,2,3990.0,0.1,7182.0
ORD000398,2026-02-20 16:01:00,C0095,P040,PAY000398,Marketplace,Credit Card,2,3990.0,0.0,7980.0
ORD000400,2026-02-19 15:10:00,C0078,P035,PAY000400,Web,PromptPay,4,27195.0,0.0,108780.0
ORD000401,2026-02-16 16:25:00,C0085,P013,PAY000401,Marketplace,Bank Transfer,3,499.0,0.1,1347.3
ORD000402,2026-02-16 20:27:00,C0084,P030,PAY000402,Web,PromptPay,1,523.95,0.05,497.75
ORD000403,2026-02-17 06:30:00,C0107,P031,PAY000403,Mobile App,Credit Card,1,1490.0,0.0,1490.0
ORD000404,2026-11-02 18:58:00,C0100,P009,PAY000404,Marketplace,Credit Card,1,,0.1,
ORD000405,2026-02-27 09:47:00,C0070,P001,PAY000405,Marketplace,PromptPay,1,299.0,0.0,299.0
ORD000406,2026-04-02 00:37:00,C0144,P035,PAY000406,Web,Credit Card,3,23310.0,0.0,69930.0
ORD000407,2026-02-28 08:21:00,C0100,P027,PAY000407,Web,PromptPay,4,23310.0,0.1,83916.0
ORD000408,2026-02-27 20:30:00,C0047,P032,PAY000408,Marketplace,PromptPay,2,25900.0,0.05,49210.0
ORD000409,2026-02-17 18:03:00,C0071,P035,PAY000409,Mobile App,Credit Card,3,27195.0,0.0,81585.0
ORD000411,2026-10-02 01:56:00,C0030,P025,PAY000411,Mobile App,Credit Card,1,25900.0,0.0,25900.0
ORD000412,2026-11-02 23:14:00,C0088,P025,PAY000412,Web,Credit Card,2,25900.0,0.0,51800.0
ORD000413,2026-12-02 05:32:00,C0125,P005,PAY000413,Web,Bank Transfer,2,313.95,0.0,627.9
ORD000414,2026-02-18 15:53:00,C0072,P019,PAY000414,Web,Credit Card,1,3591.0,0.0,3591.0
ORD000415,2026-02-15 12:42:00,C0007,P037,PAY000415,Marketplace,Credit Card,4,24605.0,0.0,98420.0
ORD000418,2026-02-26 17:39:00,C0097,P018,PAY000418,Marketplace,Credit Card,2,3790.5,0.05,7201.95
ORD000419,2026-12-02 23:28:00,C0015,P002,PAY000419,Marketplace,Bank Transfer,1,1341.0,0.1,1206.9
ORD000420,2026-09-02 09:44:00,C0056,P021,PAY000420,Mobile App,Bank Transfer,1,23310.0,0.1,20979.0
ORD000421,2026-02-14 04:43:00,C0160,P023,PAY000421,Marketplace,Bank Transfer,3,284.05,0.1,766.94
ORD000422,2026-02-27 13:36:00,C0160,P001,PAY000422,Mobile App,PromptPay,3,299.0,0.0,897.0
ORD000423,2026-04-02 18:44:00,C0047,P027,PAY000423,Web,Bank Transfer,4,24605.0,0.0,98420.0
ORD000424,2026-02-19 22:35:00,C0002,P007,PAY000424,Web,Credit Card,1,24605.0,0.05,23374.75
ORD000425,2026-02-17 18:53:00,C0145,P003,PAY000425,Web,PromptPay,2,25900.0,0.0,51800.0
ORD000426,2026-02-25 09:55:00,C0043,P027,PAY000426,Web,Credit Card,4,25900.0,0.0,103600.0
ORD000428,2026-01-02 09:32:00,C0036,P032,PAY000428,Mobile App,Bank Transfer,2,27195.0,0.0,54390.0
ORD000429,2026-02-02 17:59:00,C0036,P004,PAY000429,Web,PromptPay,3,1490.0,0.0,4470.0
ORD000431,2026-05-02 17:40:00,C0017,P019,PAY000431,Marketplace,Credit Card,1,3790.5,0.1,3411.45
ORD000432,2026-04-02 04:23:00,C0119,P025,PAY000432,Marketplace,PromptPay,4,25900.0,0.0,103600.0
ORD000433,2026-11-02 22:26:00,C0043,P009,PAY000433,Mobile App,Bank Transfer,2,284.05,0.05,539.7
ORD000434,2026-02-23 16:44:00,C0114,P025,PAY000434,Mobile App,Bank Transfer,1,25900.0,0.1,23310.0
ORD000435,2026-02-13 04:16:00,C0130,P010,PAY000435,Mobile App,PromptPay,2,891.0,0.05,1692.9
ORD000437,2026-02-24 08:52:00,C0059,P014,PAY000437,Web,PromptPay,2,990.0,0.0,1980.0
ORD000439,2026-02-20 02:29:00,C0112,P002,PAY000439,Mobile App,Credit Card,3,1564.5,0.0,4693.5
ORD000440,2026-02-22 17:06:00,C0063,P008,PAY000440,Web,Credit Card,2,449.1,0.0,898.2
ORD000441,2026-02-22 07:08:00,C0032,P024,PAY000441,Mobile App,Bank Transfer,1,299.0,0.0,299.0
ORD000442,2026-02-23 13:16:00,C0105,P010,PAY000442,Marketplace,PromptPay,1,1039.5,0.1,935.55
ORD000443,2026-02-19 19:44:00,C0117,P003,PAY000443,Web,PromptPay,4,24605.0,0.0,98420.0
ORD000444,2026-12-02 16:42:00,C0030,P030,PAY000444,Marketplace,PromptPay,3,499.0,0.0,1497.0
ORD000445,2026-10-02 13:38:00,C0054,P025,PAY000445,Mobile App,Bank Transfer,1,24605.0,0.0,24605.0
ORD000446,2026-09-02 12:07:00,C0062,P012,PAY000446,Mobile App,Bank Transfer,1,990.0,0.0,990.0
ORD000447,2026-02-24 03:42:00,C0085,P024,PAY000447,Mobile App,PromptPay,1,313.95,0.0,313.95
ORD000448,2026-02-15 13:01:00,C0096,P004,PAY000448,Web,PromptPay,2,1341.0,0.05,2547.9
ORD000449,2026-02-27 08:06:00,C0038,P031,PAY000449,Web,Credit Card,3,1341.0,0.0,4023.0
ORD000450,2026-08-02 18:36:00,C0037,P011,PAY000450,Marketplace,Credit Card,1,25900.0,0.0,25900.0
ORD000451,2026-02-15 01:08:00,C0028,P032,PAY000451,Marketplace,Bank Transfer,4,27195.0,0.05,103341.0
ORD000452,2026-12-02 08:11:00,C0022,P005,PAY000452,Mobile App,Credit Card,4,299.0,0.0,1196.0
ORD000453,2026-02-02 03:17:00,C0105,P040,PAY000453,Web,PromptPay,3,3990.0,0.05,11371.5
ORD000454,2026-02-17 21:52:00,C0087,P011,PAY000454,Mobile App,Bank Transfer,1,27195.0,0.05,25835.25
ORD000456,2026-02-19 18:32:00,C0155,P039,PAY000456,Web,Bank Transfer,3,990.0,0.1,2673.0
ORD000460,2026-02-17 04:59:00,C0040,P011,PAY000460,Mobile App,Bank Transfer,3,27195.0,0.0,81585.0
ORD000461,2026-12-02 00:01:00,C0143,P015,PAY000461,Mobile App,PromptPay,2,299.0,0.1,538.2
ORD000462,2026-02-28 03:21:00,C0077,P003,PAY000462,Mobile App,Bank Transfer,2,25900.0,0.05,49210.0
ORD000463,2026-02-20 13:20:00,C0062,P030,PAY000463,Marketplace,PromptPay,4,523.95,0.0,2095.8
ORD000465,2026-12-02 07:50:00,C0002,P011,PAY000465,Mobile App,PromptPay,1,27195.0,0.1,24475.5
ORD000466,2026-02-17 18:53:00,C0044,P004,PAY000466,Mobile App,Bank Transfer,1,1341.0,0.0,1341.0
ORD000467,2026-02-26 11:09:00,C0117,P017,PAY000467,Mobile App,PromptPay,4,990.0,0.1,3564.0
ORD000469,2026-02-20 23:00:00,C0033,P004,PAY000469,Marketplace,Bank Transfer,4,1415.5,0.05,5378.9
ORD000470,2026-02-21 21:44:00,C0076,P004,PAY000470,Mobile App,Credit Card,2,1415.5,0.0,2831.0
ORD000471,2026-02-13 13:59:00,C0068,P032,PAY000471,Web,PromptPay,4,27195.0,0.0,108780.0
ORD000472,2026-06-02 07:32:00,C0155,P017,PAY000472,Mobile App,Credit Card,2,1039.5,0.1,1871.1
ORD000473,2026-06-02 17:53:00,C0059,P005,PAY000473,Marketplace,Credit Card,1,299.0,0.0,299.0
ORD000474,2026-05-02 22:44:00,C0008,P019,PAY000474,Web,PromptPay,1,4189.5,0.0,4189.5
ORD000475,2026-02-15 05:43:00,C0085,P018,PAY000475,Web,Credit Card,2,3790.5,0.0,7581.0
ORD000476,2026-10-02 18:54:00,C0006,P018,PAY000476,Mobile App,PromptPay,1,4189.5,0.0,4189.5
ORD000477,2026-02-28 08:44:00,C0092,P031,PAY000477,Marketplace,Credit Card,3,1341.0,0.0,4023.0
ORD000478,2026-02-18 15:30:00,C0097,P038,PAY000478,Web,Credit Card,4,12900.0,0.0,51600.0
ORD000479,2026-02-22 17:01:00,C0013,P009,PAY000479,Mobile App,Credit Card,1,269.1,0.0,269.1
ORD000480,2026-02-16 08:07:00,C0029,P018,PAY000480,Mobile App,Credit Card,1,3790.5,0.0,3790.5
ORD000481,2026-02-25 14:58:00,C0052,P034,PAY000481,Web,PromptPay,1,299.0,0.0,299.0
ORD000482,2026-02-28 09:31:00,C0036,P038,PAY000482,Web,Credit Card,1,13545.0,0.0,13545.0
ORD000483,2026-04-02 18:05:00,C0010,P037,PAY000483,Marketplace,PromptPay,2,25900.0,0.0,51800.0
ORD000484,2026-01-02 01:38:00,C0048,P016,PAY000484,Marketplace,Bank Transfer,1,1564.5,0.0,1564.5
ORD000485,2026-02-23 04:34:00,C0095,P017,PAY000485,Web,PromptPay,4,891.0,0.0,3564.0
ORD000487,2026-03-02 22:11:00,C0092,P010,PAY000487,Mobile App,PromptPay,1,990.0,0.0,990.0
ORD000489,2026-02-21 22:56:00,C0103,P010,PAY000489,Web,PromptPay,1,990.0,0.0,990.0
ORD000490,2026-05-02 06:12:00,C0067,P028,PAY000490,Web,PromptPay,1,299.0,0.0,299.0
ORD000492,2026-02-18 23:25:00,C0105,P014,PAY000492,Marketplace,PromptPay,1,990.0,0.0,990.0
ORD000493,2026-02-24 06:43:00,C0140,P022,PAY000493,Web,Bank Transfer,4,499.0,0.0,1996.0
ORD000494,2026-02-21 18:46:00,C0091,P025,PAY000494,Marketplace,Bank Transfer,1,24605.0,0.0,24605.0
ORD000495,2026-01-02 10:05:00,C0016,P016,PAY000495,Web,Bank Transfer,2,1490.0,0.05,2831.0
ORD000496,2026-08-02 04:50:00,C0007,P022,PAY000496,Web,Credit Card,4,499.0,0.1,1796.4
ORD000498,2026-06-02 11:28:00,C0047,P003,PAY000498,Marketplace,Credit Card,2,24605.0,0.0,49210.0
ORD000499,2026-07-02 15:12:00,C0157,P024,PAY000499,Mobile App,Credit Card,1,269.1,0.0,269.1
ORD000501,2026-02-27 02:25:00,C0024,P001,PAY000501,Marketplace,Credit Card,1,284.05,0.0,284.05
ORD000502,2026-02-19 12:08:00,C0013,P040,PAY000502,Mobile App,PromptPay,1,3591.0,0.1,3231.9
ORD000503,2026-10-02 11:55:00,C0022,P030,PAY000503,Mobile App,Credit Card,4,474.05,0.0,1896.2
ORD000504,2026-02-18 05:44:00,C0091,P005,PAY000504,Mobile App,Bank Transfer,2,313.95,0.0,627.9
ORD000505,2026-02-02 01:42:00,C0148,P031,PAY000505,Web,PromptPay,1,1341.0,0.0,1341.0
ORD000506,2026-02-19 13:26:00,C0153,P007,PAY000506,Mobile App,PromptPay,2,27195.0,0.0,54390.0
ORD000507,2026-02-24 12:52:00,C0126,P011,PAY000507,Web,PromptPay,1,25900.0,0.0,25900.0
ORD000508,2026-02-20 22:36:00,C0129,P009,PAY000508,Mobile App,Bank Transfer,3,299.0,0.0,897.0
ORD000510,2026-10-02 22:52:00,C0153,P010,PAY000510,Web,PromptPay,4,1039.5,0.0,4158.0
ORD000511,2026-02-24 16:52:00,C0106,P031,PAY000511,Web,Bank Transfer,1,1490.0,0.1,1341.0
ORD000512,2026-10-02 17:11:00,C0036,P017,PAY000512,Mobile App,Credit Card,4,1039.5,0.05,3950.1
ORD000513,2026-02-25 01:56:00,C0012,P022,PAY000513,Web,Bank Transfer,1,474.05,0.0,474.05
ORD000514,2026-03-02 09:09:00,C0028,P023,PAY000514,Web,Credit Card,3,313.95,0.05,894.76
ORD000515,2026-02-02 13:51:00,C0030,P012,PAY000515,Web,Bank Transfer,3,990.0,0.1,2673.0
ORD000516,2026-11-02 03:07:00,C0047,P002,PAY000516,Mobile App,PromptPay,2,1341.0,0.1,2413.8
ORD000517,2026-01-02 04:57:00,C0029,P003,PAY000517,Marketplace,PromptPay,3,25900.0,0.0,77700.0
ORD000518,2026-05-02 13:30:00,C0110,P015,PAY000518,Marketplace,Credit Card,1,299.0,0.0,299.0
ORD000519,2026-02-26 04:26:00,C0012,P033,PAY000519,Mobile App,Bank Transfer,1,12900.0,0.0,12900.0
ORD000520,2026-06-02 15:46:00,C0114,P037,PAY000520,Marketplace,Bank Transfer,1,23310.0,0.1,20979.0
ORD000521,2026-08-02 11:24:00,C0020,P017,PAY000521,Marketplace,PromptPay,1,990.0,0.0,990.0
ORD000522,2026-03-02 16:16:00,C0159,P002,PAY000522,Mobile App,Bank Transfer,2,1490.0,0.1,2682.0
ORD000523,2026-02-13 06:28:00,C0077,P032,PAY000523,Marketplace,Bank Transfer,2,25900.0,0.05,49210.0
ORD000524,2026-02-21 20:40:00,C0140,P011,PAY000524,Mobile App,PromptPay,1,25900.0,0.05,24605.0
ORD000525,2026-06-02 05:17:00,C0124,P040,PAY000525,Marketplace,Credit Card,1,3990.0,0.0,3990.0
ORD000526,2026-02-23 05:53:00,C0140,P007,PAY000526,Web,Bank Transfer,1,25900.0,0.0,25900.0
ORD000528,2026-12-02 17:29:00,C0118,P030,PAY000528,Marketplace,Credit Card,2,499.0,0.05,948.1
ORD000529,2026-02-18 00:14:00,C0071,P039,PAY000529,Web,Bank Transfer,2,1039.5,0.05,1975.05
ORD000530,2026-06-02 08:19:00,C0023,P036,PAY000530,Marketplace,PromptPay,1,299.0,0.0,299.0
ORD000531,2026-02-28 13:46:00,C0009,P035,PAY000531,Marketplace,Bank Transfer,1,25900.0,0.1,23310.0
ORD000533,2026-02-25 22:30:00,C0117,P035,PAY000533,Mobile App,Bank Transfer,2,25900.0,0.1,46620.0
ORD000534,2026-02-17 15:31:00,C0134,P015,PAY000534,Marketplace,Bank Transfer,1,313.95,0.0,313.95
ORD000535,2026-05-02 23:37:00,C0068,P018,PAY000535,Mobile App,Credit Card,1,3790.5,0.1,3411.45
ORD000536,2026-03-02 06:33:00,C0015,P013,PAY000536,Mobile App,Credit Card,2,499.0,0.0,998.0
ORD000537,2026-02-16 23:58:00,C0073,P031,PAY000537,Web,Credit Card,1,1490.0,0.05,1415.5
ORD000538,2026-02-20 19:01:00,C0133,P015,PAY000538,Mobile App,Bank Transfer,3,269.1,0.1,726.57
